Tytuł,Cena,Sklep,Procesor:,RAM:,Dysk SSD:,Karta graficzna:,Ekran:,System operacyjny:,Dysk HDD:
"Laptop MSI Katana 17 B12UCRK-1055XPL 17.3"" IPS 144Hz i5-12450H 16GB RAM 512GB SSD GeForce RTX3050","3 399
00
zł",ediaexpert,Intel Core i5-12450H,"16GB, DDR5, 5600MHz",512GB PCIe NVMe 4.0,NVIDIA GeForce RTX 3050 + Intel UHD Graphics,"17.3"", 1920 x 1080px, Matryca IPS, LED, 144Hz",Brak,
"Laptop LENOVO LOQ 15IAX9 15.6"" IPS 144Hz i5-12450HX 16GB RAM 512GB SSD GeForce RTX3050","3 022
48
zł",ediaexpert,Intel Core i5-12450HX,"16GB, DDR5, 4800MHz",512GB PCIe NVMe 4.0 x4,NVIDIA GeForce RTX 3050 + Intel UHD Graphics,"15.6"", 1920 x 1080px, Matryca IPS, 144Hz",Brak,
"Laptop APPLE MacBook Air 2024 13.6"" M3 16GB RAM 512GB SSD macOS Księżycowa poświata","6 199
00
zł",ediaexpert,Apple M3,16GB,512GB,Apple M3 (10 rdzeni),"13.6"", 2560 x 1664px, Matryca IPS,Matryca Liquid Retina, LED, 60Hz",macOS Sonoma,
"Laptop ACER Chromebook 515 CB515-1W-583T 15.6"" IPS i3-1115G4 8GB RAM 128GB SSD Chrome OS","2 699
99
zł",ediaexpert,Intel Core i3-1115G4,"8GB, DDR4",128GB PCIe NVMe,Intel UHD Graphics,"15.6"", 1920 x 1080px, Matryca IPS, LED, 60Hz",Chrome OS,
"Laptop APPLE MacBook Air 2024 13.6"" Retina M3 16GB RAM 256GB SSD macOS Księżycowa poświata","5 149
00
zł",ediaexpert,Apple M3,16GB,256GB,Apple M3 (8 rdzeni),"13.6"", 2560 x 1664px, Matryca IPS,Matryca Liquid Retina, LED, 60Hz",macOS Sequoia,
"Laptop ASUS VivoBook 15 A1504ZA-BQ735W 15.6"" IPS i5-1235U 8GB RAM 512GB SSD Windows 11 Home","1 998
98
zł",ediaexpert,Intel Core i5-1235U,"8GB, DDR4",512GB PCIe NVMe 3.0,Intel UHD Graphics,"15.6"", 1920 x 1080px, Matryca IPS, LED, 60Hz",Windows 11 Home,
"Laptop TECHBITE Zin 5 15.6"" IPS N4020 4GB RAM 128GB eMMC SSD Windows 11 Home S","999
00
zł",ediaexpert,Intel Celeron N4020,"4GB, DDR4, 2400MHz",128GB eMMC,Intel UHD Graphics 600,"15.6"", 1920 x 1080px, Matryca IPS, LED",Windows 11 Home S,
"Laptop ASUS TUF Gaming F15 FX507VU-TT901W 15.6"" IPS 144Hz i7-13620H 16GB RAM 1TB SSD GeForce RTX4050 DLSS 3 Windows 11 Home","4 499
00
zł",ediaexpert,Intel Core i7-13620H,"16GB, DDR5, 4800MHz",1000GB PCIe NVMe 4.0,NVIDIA GeForce RTX 4050 + Intel UHD Graphics,"15.6"", 1920 x 1080px, Matryca IPS, LED, 144Hz",Windows 11 Home,
"Laptop CHUWI GemiBook Plus K1 15.6"" IPS N100 16GB RAM 512GB SSD Windows 11 Home","1 549
98
zł",ediaexpert,Intel N100,"16GB, LPDDR5",512GB,Intel UHD Graphics,"15.6"", 1920 x 1080px, Matryca IPS",Windows 11 Home,
"Laptop ASUS VivoBook X1500EA-BQ3296W 15.6"" IPS i5-1135G7 8GB RAM 512GB SSD Windows 11 Home","2 299
99
zł",ediaexpert,Intel Core i5-1135G7,"8GB, DDR4",512GB PCIe NVMe 3.0 x4,Intel UHD Graphics,"15.6"", 1920 x 1080px, Matryca IPS, LED, 60Hz",Windows 11 Home,
"Laptop APPLE MacBook Air 2024 15.3"" Retina M3 16GB RAM 256GB SSD macOS Północ","6 099
00
zł",ediaexpert,Apple M3,16GB,256GB,Apple M3 (10 rdzeni),"15.3"", 2880 x 1864px, Matryca IPS,Matryca Liquid Retina, LED, 60Hz",macOS Sequoia,
"Laptop APPLE MacBook Pro 2024 14"" Retina M4 Pro 24GB RAM 512GB SSD macOS Gwiezdna czerń","10 499
00
zł",ediaexpert,Apple M4 Pro,24GB,512GB,Apple M4 Pro (16 rdzeni),"14.2"", 3024 x 1964px, Matryca Liquid Retina XDR, 120Hz",macOS Sequoia,
"Laptop MSI Thin 15 B12UC-2211PL 15.6"" IPS 144Hz i5-12450H 16GB RAM 512GB SSD GeForce RTX3050 Windows 11 Home","3 199
99
zł",ediaexpert,Intel Core i5-12450H,"16GB, DDR4, 3200MHz",512GB PCIe NVMe 4.0,NVIDIA GeForce RTX 3050 + Intel UHD Graphics,"15.6"", 1920 x 1080px, Matryca IPS, 144Hz",Windows 11 Home,
"Laptop LENOVO IdeaPad Slim 3 16IAH8 16"" IPS i5-12450H 8GB RAM 512GB SSD Windows 11 Home","2 398
99
zł",ediaexpert,Intel Core i5-12450H,"8GB, LPDDR5, 4800MHz",512GB PCIe NVMe 4.0 x4,Intel UHD Graphics,"16"", 1920 x 1200px, Matryca IPS",Windows 11 Home,
"Laptop ACER Nitro V 15 ANV15-51 NH.QQEEP.009 15.6"" IPS 165Hz i9-13900H 32GB RAM 1TB SSD GeForce RTX4060 DLSS 3","5 849
00
zł",ediaexpert,Intel Core i9-13900H,"32GB, DDR5, 5200MHz",1000GB PCIe NVMe 4.0,NVIDIA GeForce RTX 4060 + Intel Iris Xe Graphics,"15.6"", 1920 x 1080px, Matryca IPS, LED, 165Hz",Brak,
"Laptop APPLE MacBook Pro 2024 16"" Retina M4 Pro 24GB RAM 512GB SSD macOS Gwiezdna czerń","12 999
00
zł",ediaexpert,Apple M4 Pro,24GB,512GB,Apple M4 Pro (20 rdzeni),"16.2"", 3456 x 2234px, Matryca Liquid Retina XDR, 120Hz",macOS Sequoia,
"Laptop ASUS VivoBook 15 X1504ZA-BQ505W 15.6"" IPS i3-1215U 8GB RAM 512GB SSD Windows 11 Home","1 699
00
zł",ediaexpert,Intel Core i3-1215U,"8GB, DDR4",512GB PCIe NVMe 3.0,Intel UHD Graphics,"15.6"", 1920 x 1080px, Matryca IPS, LED, 60Hz",Windows 11 Home,
"Laptop ASUS VivoBook S K5504VN-MA088W 15.6"" OLED i5-13500H 16GB RAM 512GB SSD Arc A350M Windows 11 Home","3 499
98
zł",ediaexpert,Intel Core i5-13500H,"16GB, LPDDR5",512GB PCIe NVMe 4.0,Intel Arc A350M + Intel Iris Xe Graphics,"15.6"", 2880 x 1620px, 120Hz",Windows 11 Home,
"Laptop HP 15s-fq5533nw 15.6"" i5-1235U 16GB RAM 512GB SSD Windows 11 Home","2 299
98
zł",ediaexpert,Intel Core i5-1235U,"16GB, DDR4, 3200MHz",512GB PCIe NVMe,Intel Iris Xe Graphics,"15.6"", 1920 x 1080px",Windows 11 Home,
"Laptop ACER Chromebook 514 CB514-1W-53QK 14"" IPS i5-1135G7 8GB RAM 128GB SSD Chrome OS","2 999
99
zł",ediaexpert,Intel Core i5-1135G7,"8GB, LPDDR4X",128GB PCIe NVMe,Intel Iris Xe Graphics,"14"", 1920 x 1080px, Matryca IPS, LED, 60Hz",Chrome OS,
"Laptop ACER Aspire 3 15.6"" IPS R5-7520U 8GB RAM 512GB SSD","1 899
00
zł",ediaexpert,AMD Ryzen 5 7520U,"8GB, DDR5",512GB PCIe NVMe,AMD Radeon 610M,"15.6"", 1920 x 1080px, Matryca IPS, LED, 60Hz",Brak,
"Laptop LENOVO LOQ 15ARP9 15.6"" IPS 144Hz R7-7435HS 16GB RAM 1TB SSD GeForce RTX4050 DLSS 3","4 499
99
zł",ediaexpert,AMD Ryzen 7 7435HS,"16GB, DDR5, 4800MHz",1000GB PCIe NVMe 4.0 x4,NVIDIA GeForce RTX 4050,"15.6"", 1920 x 1080px, Matryca IPS, 144Hz",Brak,
"Laptop CHUWI GemiBook Xpro 14.1"" IPS N100 8GB RAM 256GB SSD Windows 11 Home","1 299
98
zł",ediaexpert,Intel N100,"8GB, LPDDR5",256GB,Intel UHD Graphics,"14.1"", 1920 x 1080px, Matryca IPS",Windows 11 Home,
"Laptop ACER Chromebook 515 CB515-1W-583T 15.6"" IPS i5-1135G7 8GB RAM 128GB SSD Chrome OS","3 049
99
zł",ediaexpert,Intel Core i5-1135G7,"8GB, DDR4",128GB PCIe NVMe,Intel Iris Xe Graphics,"15.6"", 1920 x 1080px, Matryca IPS, LED, 60Hz",Chrome OS,
"Laptop ACER Nitro ANV15-51-78A3 15.6"" IPS 144Hz i7-13620H 16GB RAM 512GB SSD GeForce RTX4050 DLSS 3 Windows 11 Home","4 684
00
zł",ediaexpert,Intel Core i7-13620H,"16GB, DDR5",512GB PCIe NVMe,NVIDIA GeForce RTX 4050 + Intel UHD Graphics,"15.6"", 1920 x 1080px, Matryca IPS, LED, 144Hz",Windows 11 Home,
"Laptop HP Omen 17-DB0056NW 17.3"" IPS 144Hz R7-8845HS 16GB RAM 1TB SSD GeForce RTX4060 DLSS 3 Windows 11 Home","5 999
00
zł",ediaexpert,AMD Ryzen 7 8845HS,"16GB, DDR5, 5600MHz",1000GB PCIe NVMe,NVIDIA GeForce RTX 4060 + AMD Radeon 780M,"17.3"", 1920 x 1080px, Matryca IPS, LED, 144Hz",Windows 11 Home,
"Laptop HP ProBook 450 G9 15.6"" IPS i5-1235U 16GB RAM 512GB SSD Windows 11 Professional","3 149
00
zł",ediaexpert,Intel Core i5-1235U,"16GB, DDR4, 3200MHz",512GB PCIe NVMe,Intel UHD Graphics,"15.6"", 1920 x 1080px, Matryca IPS, LED, 60Hz",Windows 11 Professional,
"Laptop CHUWI HeroBook Pro 14.1"" IPS Celeron N4020 8GB RAM 256GB SSD Windows 11 Home","1 189
98
zł",ediaexpert,Intel Celeron N4020,"8GB, LPDDR4",256GB SATA PCIe NVMe,Intel UHD Graphics 600,"14.1"", 1920 x 1080px, Matryca IPS",Windows 11 Home,
"Laptop LENOVO IdeaPad 3 17IAU7 17.3"" IPS i5-1235U 8GB RAM 512GB SSD Windows 11 Home","2 299
00
zł",ediaexpert,Intel Core i5-1235U,"8GB, DDR4, 3200MHz",512GB PCIe NVMe 4.0 x4,Intel UHD Graphics,"17.3"", 1920 x 1080px, Matryca IPS",Windows 11 Home,
"Laptop ACER Chromebook 515 CB515-1W-77VV 15.6"" IPS i7-1165G7 8GB RAM 128GB SSD Chrome OS","3 799
99
zł",ediaexpert,Intel Core i7-1165G7,"8GB, LPDDR4X",128GB PCIe NVMe,Intel Iris Xe Graphics,"15.6"", 1920 x 1080px, Matryca IPS, LED, 60Hz",Chrome OS,
"Laptop MAXCOM Office mBook Lite 14"" Celeron N4020 4GB RAM 128GB SSD Windows 11 Home","898
00
zł",ediaexpert,Intel Celeron N4020,4GB,128GB,Intel UHD Graphics 600,"14"", 1366 x 768px, Matryca TN",Windows 11 Home,
"Laptop GIGABYTE G6X 9MG-42EE854SD 16"" IPS 165Hz i7-13650HX 16GB RAM 1TB SSD GeForce RTX4050 DLSS 3","4 299
00
zł",ediaexpert,Intel Core i7-13650HX,"16GB, DDR5, 4800MHz",1000GB PCIe NVMe,NVIDIA GeForce RTX 4050 + Intel UHD Graphics,"16"", 1920 x 1200px, Matryca IPS, LED, 165Hz",Brak,
"Laptop ACER Chromebook Plus 515 Google AI laptop CB515-2H 15.6"" IPS i5-1235U 8GB RAM 512GB SSD Chrome OS","1 699
97
zł",ediaexpert,Intel Core i5-1235U,"8GB, LPDDR5X",512GB PCIe NVMe 4.0,Intel Iris Xe Graphics,"15.6"", 1920 x 1080px, Matryca IPS, 60Hz",Chrome OS,
"Laptop DELL Inspiron 5430-2680 14"" i7-1360P 16GB RAM 1TB SSD Windows 11 Home","3 799
00
zł",ediaexpert,Intel Core i7-1360P,"16GB, LPDDR5, 4800MHz",1000GB PCIe NVMe,Intel Iris Xe Graphics,"14"", 1920 x 1200px, Matryca WVA, LED, 60Hz",Windows 11 Home,
"Laptop ASUS TUF Gaming A15 FA506NFR-HN014 15.6"" IPS 144Hz R7-7435HS 16GB RAM 512GB SSD GeForce RTX2050","2 899
00
zł",ediaexpert,AMD Ryzen 7 7435HS,"16GB, DDR5, 5600MHz",512GB PCIe NVMe 4.0 x4,NVIDIA GeForce RTX 2050 + AMD Radeon Graphics,"15.6"", 1920 x 1080px, Matryca IPS, 144Hz",Brak,
"Laptop ASUS VivoBook 16X K3605VC-MB263W 16"" IPS i5-13500H 16GB RAM 512GB SSD GeForce RTX3050 Windows 11 Home","3 220
26
zł",ediaexpert,Intel Core i5-13500H,"16GB, DDR4",512GB PCIe NVMe 3.0,NVIDIA GeForce RTX 3050 + Intel Iris Xe Graphics,"16"", 1920 x 1200px, Matryca IPS, LED, 60Hz",Windows 11 Home,
"Laptop LENOVO Legion 5 15ARH7 15.6"" IPS 165Hz R5-6600H 16GB RAM 512GB SSD GeForce RTX3050","3 149
00
zł",ediaexpert,AMD Ryzen 5 6600H,"16GB, DDR5, 4800MHz",512GB PCIe NVMe 4.0 x4,NVIDIA GeForce RTX 3050 + AMD Radeon 660M,"15.6"", 1920 x 1080px, Matryca IPS, 165Hz",Brak,
"Laptop ASUS TUF Gaming F15 FX506HF-HN014W 15.6"" IPS 144Hz i5-11400H 8GB RAM 512GB SSD GeForce RTX2050 Windows 11 Home","2 847
97
zł",ediaexpert,Intel Core i5-11400H,"8GB, DDR4",512GB PCIe NVMe 3.0,NVIDIA GeForce RTX 2050 + Intel UHD Graphics,"15.6"", 1920 x 1080px, Matryca IPS, 144Hz",Windows 11 Home,
"Laptop ASUS TUF Gaming A15 FA507NUR-LP005 15.6"" IPS 144Hz R7-7435HS 16GB RAM 512GB SSD GeForce RTX4050 DLSS 3","4 199
99
zł",ediaexpert,AMD Ryzen 7 7435HS,"16GB, DDR5, 4800MHz",512GB PCIe NVMe 4.0,NVIDIA GeForce RTX 4050,"15.6"", 1920 x 1080px, Matryca IPS, 144Hz",Brak,
"Laptop LENOVO LOQ 15IAX9 15.6"" IPS 144Hz i5-12450HX 16GB RAM 512GB SSD GeForce RTX4060 DLSS 3 Windows 11 Home","4 599
00
zł",ediaexpert,Intel Core i5-12450HX,"16GB, DDR5, 4800MHz",512GB PCIe NVMe 4.0 x4,NVIDIA GeForce RTX 4060 + Intel UHD Graphics,"15.6"", 1920 x 1080px, Matryca IPS, 144Hz",Windows 11 Home,
"Laptop ASUS TUF Gaming A16 Advantage Edition FA617NSR-N0001 16"" IPS 165Hz R7-7435HS 16GB RAM 512GB SSD Radeon RX7600S","3 599
00
zł",ediaexpert,AMD Ryzen 7 7435HS,"16GB, DDR5, 4800MHz",512GB PCIe NVMe 4.0,AMD Radeon RX 7600S,"16"", 1920 x 1200px, Matryca IPS, LED, 165Hz",Brak,
"Laptop MSI Bravo 17 D7VEK-093PL 17.3"" IPS 144Hz R5-7535HS 16GB RAM 512GB SSD GeForce RTX4050 DLSS 3 Windows 11 Home","4 399
99
zł",ediaexpert,AMD Ryzen 5 7535HS,"16GB, DDR5, 4800MHz",512GB PCIe NVMe 4.0,NVIDIA GeForce RTX 4050 + AMD Radeon 660M,"17.3"", 1920 x 1080px, Matryca IPS, 144Hz",Windows 11 Home,
"Laptop HUAWEI MateBook D 16 16"" IPS i5-13420H 16GB RAM 1TB SSD Windows 11 Home","3 499
00
zł",ediaexpert,Intel Core i5-13420H,"16GB, LPDDR4",1000GB PCIe NVMe,Intel UHD Graphics,"16"", 1920 x 1200px, Matryca IPS, 60Hz",Windows 11 Home,
"Laptop ACER Aspire Vero AV14-51-53YS 14"" IPS i5-1235U 8GB RAM 512GB SSD Windows 11 Home","3 799
99
zł",ediaexpert,Intel Core i5-1235U,"8GB, LPDDR4X",512GB PCIe NVMe,Intel Iris Xe Graphics,"14"", 1920 x 1080px, Matryca IPS, LED, 60Hz",Windows 11 Home,
"Laptop APPLE MacBook Pro 2024 14"" Retina M4 16GB RAM 1TB SSD macOS Gwiezdna czerń","9 499
00
zł",ediaexpert,Apple M4,16GB,1000GB,Apple M4 (10 rdzeni),"14.2"", 3024 x 1964px, Matryca Liquid Retina XDR, 120Hz",macOS Sequoia,
"Laptop HP 17-CP2333NW 17.3"" IPS R5-7520U 8GB RAM 512GB SSD Windows 11 Home","2 299
00
zł",ediaexpert,AMD Ryzen 5 7520U,"8GB, LPDDR5, 5500MHz",512GB PCIe NVMe,AMD Radeon 610M,"17.3"", 1920 x 1080px, Matryca IPS",Windows 11 Home,
"Laptop ACER Nitro V 15 ANV15-41-R243 15.6"" IPS 144Hz R5-7535HS 8GB RAM 512GB SSD GeForce RTX2050 Windows 11 Home","3 399
98
zł",ediaexpert,AMD Ryzen 5 7535HS,"8GB, DDR5",512GB PCIe NVMe,NVIDIA GeForce RTX 2050 + AMD Radeon 660M,"15.6"", 1920 x 1080px, Matryca IPS, 144Hz",Windows 11 Home,
"Laptop APPLE MacBook Air 2024 15.3"" M3 16GB RAM 512GB SSD macOS Srebrny","6 999
00
zł",ediaexpert,Apple M3,16GB,512GB,Apple M3 (10 rdzeni),"15.3"", 2880 x 1864px, Matryca IPS,Matryca Liquid Retina, LED, 60Hz",macOS Sonoma,
"Laptop ASUS VivoBook 15X K3504VA-MA430W 15.6"" OLED i7-1355U 16GB RAM 512GB SSD Windows 11 Home","3 599
00
zł",ediaexpert,Intel Core i7-1355U,"16GB, DDR4",512GB PCIe NVMe 4.0 x4,Intel Iris Xe Graphics,"15.6"", 2880 x 1620px, Matryca OLED, 120Hz",Windows 11 Home,
Laptop DELL Inspiron Plus 7420-5705 14'' i7-12700H 16GB RAM 512GB SSD Windows 11 Home,"3 599
97
zł",ediaexpert,Intel Core i7-12700H,"16GB, DDR5",512GB PCIe NVMe,Intel Iris Xe Graphics,"14"", 2240 x 1400px, Matryca WVA, 60Hz",Windows 11 Home,
"Laptop APPLE MacBook Air 13.6"" Retina M2 8GB RAM 512GB SSD macOS Północ","4 499
99
zł",ediaexpert,Apple M2,8GB,512GB,Apple M2 (10 rdzeni),"13.6"", 2560 x 1664px, Matryca Liquid Retina,Matryca IPS, LED",macOS Monterey,
"Laptop LENOVO Yoga 7 2-in-1 14AHP9 14"" OLED R5-8640HS 16GB RAM 1TB SSD Windows 11 Home + Rysik i etui w zestawie","4 499
00
zł",ediaexpert,AMD Ryzen 5 8640HS,"16GB, LPDDR5X, 6400MHz",1000GB PCIe NVMe 4.0 x4,AMD Radeon 760M,"14"", 1920 x 1200px, 60Hz, Ekran dotykowy",Windows 11 Home,
"Laptop ASUS VivoBook 17X M3704YA-AU125W 17.3"" R5-7430U 16GB RAM 512GB SSD Windows 11 Home","3 199
00
zł",ediaexpert,AMD Ryzen 5 7430U,"16GB, DDR4",512GB PCIe NVMe 3.0,AMD Radeon Graphics,"17.3"", 1920 x 1080px, Matryca IPS, LED, 60Hz",Windows 11 Home,
"Laptop ASUS TUF Gaming A15 FA507NV-TT901W 15.6"" IPS 144Hz R5-7535HS 16GB RAM 512GB SSD GeForce RTX4060 DLSS 3 Windows 11 Home","4 499
00
zł",ediaexpert,AMD Ryzen 5 7535HS,"16GB, DDR5, 4800MHz",512GB PCIe NVMe 4.0,NVIDIA GeForce RTX 4060 + AMD Radeon 660M,"15.6"", 1920 x 1080px, Matryca IPS, 144Hz",Windows 11 Home,
"Laptop ASUS TUF Gaming A15 FA506NC-HN016 15.6"" IPS 144Hz R5-7535HS 16GB RAM 512GB SSD GeForce RTX3050","2 832
32
zł",ediaexpert,AMD Ryzen 5 7535HS,"16GB, DDR5, 4800MHz",512GB PCIe NVMe 4.0,NVIDIA GeForce RTX 3050 + AMD Radeon 660M,"15.6"", 1920 x 1080px, Matryca IPS, 144Hz",Brak,
"Laptop ACER Extensa 15 EX215-55-51GE 15.6"" IPS i5-1235U 8GB RAM 512GB SSD Windows 11 Home","2 139
12
zł",ediaexpert,Intel Core i5-1235U,"8GB, DDR4",512GB PCIe NVMe,Intel UHD Graphics,"15.6"", 1920 x 1080px, Matryca IPS, LED",Windows 11 Home,
"Laptop APPLE MacBook Pro 2024 14"" Retina M4 Pro 24GB RAM 512GB SSD macOS Srebrny","10 499
00
zł",ediaexpert,Apple M4 Pro,24GB,512GB,Apple M4 Pro (16 rdzeni),"14.2"", 3024 x 1964px, Matryca Liquid Retina XDR, 120Hz",macOS Sequoia,
"Laptop ACER Nitro 16 AN16-41-R5LX 16"" IPS 165Hz R7-7840HS 16GB RAM 1TB SSD GeForce RTX4070 DLSS 3 Windows 11 Home","6 899
99
zł",ediaexpert,AMD Ryzen 7 7840HS,"16GB, DDR5, 5600MHz",1000GB PCIe NVMe,NVIDIA GeForce RTX 4070 + AMD Radeon 780M,"16"", 2560 x 1600px, Matryca IPS, 165Hz",Windows 11 Home,
"Laptop MSI Modern 15 B12MO-686PL 15.6"" IPS i7-1255U 16GB RAM 512GB SSD Windows 11 Home","2 799
00
zł",ediaexpert,Intel Core i7-1255U,"16GB, DDR4, 3200MHz",512GB PCIe NVMe 3.0 x4,Intel Iris Xe Graphics,"15.6"", 1920 x 1080px, Matryca IPS, 60Hz",Windows 11 Home,
"Laptop ACER Nitro 5 AN515-58-51T5 15.6"" IPS 165Hz i5-12500H 16GB RAM 512GB SSD GeForce RTX4050 DLSS 3 Windows 11 Home","6 199
99
zł",ediaexpert,Intel Core i5-12500H,"16GB, DDR5",512GB PCIe NVMe,NVIDIA GeForce RTX 4050 + Intel Iris Xe Graphics,"15.6"", 1920 x 1080px, Matryca IPS, LED, 165Hz",Windows 11 Home,
"Laptop CHUWI HeroBook Pro 14.1"" IPS Celeron N4020 8GB RAM 256GB SSD Windows 11 Home","1 199
98
zł",ediaexpert,Intel Celeron N4020,"8GB, LPDDR4",256GB SATA PCIe NVMe,Intel UHD Graphics 600,"14.1"", 1920 x 1080px, Matryca IPS, LED, 60Hz",Windows 11 Home,
"Laptop MAXCOM Office mBook 14"" IPS Celeron J4125 8GB RAM 256GB SSD Windows 11 Home","1 649
98
zł",ediaexpert,Intel Celeron J4125,"8GB, DDR4",256GB,Intel UHD Graphics 600,"14"", 1920 x 1080px, Matryca IPS, 60Hz",Windows 11 Home,
"Laptop APPLE MacBook Air 2024 15.3"" Retina M3 16GB RAM 256GB SSD macOS Księżycowa poświata","6 099
99
zł",ediaexpert,Apple M3,16GB,256GB,Apple M3 (10 rdzeni),"15.3"", 2880 x 1864px, Matryca IPS,Matryca Liquid Retina, LED, 60Hz",macOS Sequoia,
"Laptop LENOVO LOQ 15ARP9 15.6"" IPS 144Hz R7-7435HS 24GB RAM 512GB SSD GeForce RTX4070 DLSS 3 Windows 11 Home","5 999
00
zł",ediaexpert,AMD Ryzen 7 7435HS,"24GB, DDR5, 4800MHz",512GB PCIe NVMe 4.0 x4,NVIDIA GeForce RTX 4070,"15.6"", 1920 x 1080px, Matryca IPS, 144Hz",Windows 11 Home,
"Laptop ASUS Vivobook A1504VA-BQ905W 15.6"" IPS i5-1335U 16GB RAM 512GB SSD Windows 11 Home","2 399
00
zł",ediaexpert,Intel Core i5-1335U,"16GB, DDR4, 3200MHz",512GB PCIe NVMe 3.0,Intel Iris Xe Graphics,"15.6"", 1920 x 1080px, Matryca IPS, LED, 60Hz",Windows 11 Home,
"Laptop MAXCOM Office mBook Lite 14"" Celeron N4020 4GB RAM 128GB SSD Windows 11 Home","899
00
zł",ediaexpert,Intel Celeron N4020,4GB,128GB,Intel UHD Graphics 600,"14"", 1366 x 768px, Matryca TN",Windows 11 Home,
"Laptop ASUS TUF Gaming F15 FX507VV-TT901W 15.6"" IPS 144Hz i7-13620H 16GB RAM 1TB SSD GeForce RTX4060 DLSS 3 Windows 11 Home","5 499
00
zł",ediaexpert,Intel Core i7-13620H,"16GB, DDR5, 4800MHz",1000GB PCIe NVMe 4.0,NVIDIA GeForce RTX 4060 + Intel UHD Graphics,"15.6"", 1920 x 1080px, Matryca IPS, 144Hz",Windows 11 Home,
"Laptop LENOVO Legion Slim 5 16AHP9 16"" IPS 240Hz R7-8845HS 32GB RAM 1TB SSD GeForce RTX4070 DLSS 3 Windows 11 Home","7 744
82
zł",ediaexpert,AMD Ryzen 7 8845HS,"32GB, DDR5, 5600MHz",1000GB PCIe NVMe 4.0 x4,NVIDIA GeForce RTX 4070 + AMD Radeon 780M,"16"", 2560 x 1600px, Matryca IPS, 240Hz",Windows 11 Home,
"Laptop ASUS VivoBook 15X K3504VA-MA479W 15.6"" OLED i5-1335U 16GB RAM 1TB SSD Windows 11 Home","3 160
12
zł",ediaexpert,Intel Core i5-1335U,"16GB, DDR4",1000GB PCIe NVMe 4.0 x4,Intel Iris Xe Graphics,"15.6"", 2880 x 1620px, 120Hz",Windows 11 Home,
"Laptop ASUS VivoBook 15X K3504VA-MA431W 15.6"" OLED i5-1335U 16GB RAM 512GB SSD Windows 11 Home","3 299
99
zł",ediaexpert,Intel Core i5-1335U,"16GB, DDR4",512GB PCIe NVMe 4.0 x4,Intel Iris Xe Graphics,"15.6"", 2880 x 1620px, Matryca OLED, 120Hz",Windows 11 Home,
"Laptop CHUWI FreeBook 2023 13.5"" IPS Celeron N100 12GB RAM 512GB SSD Windows 11 Home","1 999
98
zł",ediaexpert,Intel Celeron N100,"12GB, LPDDR5",512GB PCIe NVMe,Intel UHD Graphics,"13.5"", 2256 x 1504px, Matryca IPS, Ekran dotykowy",Windows 11 Home,
"Laptop LENOVO V15 G4 IRU 15.6"" i5-13420H 16GB RAM 512GB SSD Windows 11 Professional","2 773
22
zł",ediaexpert,Intel Core i5-13420H,"16GB, DDR4, 3200MHz",512GB PCIe NVMe 4.0 x4,Intel UHD Graphics,"15.6"", 1920 x 1080px, Matryca TN, 60Hz",Windows 11 Professional,
"Laptop ASUS VivoBook 16X K3605ZF-RP516W 16"" IPS 144Hz i5-12500H 16GB RAM 512GB SSD GeForce RTX2050 Windows 11 Home","2 999
99
zł",ediaexpert,Intel Core i5-12500H,"16GB, DDR4",512GB PCIe NVMe 3.0,NVIDIA GeForce RTX 2050 + Intel UHD Graphics,"16"", 1920 x 1200px, Matryca IPS, LED, 144Hz",Windows 11 Home,
"Laptop ASUS Vivobook A1504VA-BQ940W 15.6"" IPS i7-1355U 16GB RAM 512GB SSD Windows 11 Home","2 999
99
zł",ediaexpert,Intel Core i7-1355U,"16GB, DDR4, 3200MHz",512GB PCIe NVMe 3.0,Intel Iris Xe Graphics,"15.6"", 1920 x 1080px, Matryca IPS, LED, 60Hz",Windows 11 Home,
"Laptop APPLE MacBook Air 2024 15.3"" M3 16GB RAM 512GB SSD macOS Księżycowa poświata","6 998
99
zł",ediaexpert,Apple M3,16GB,512GB,Apple M3 (10 rdzeni),"15.3"", 2880 x 1864px, Matryca IPS,Matryca Liquid Retina, LED, 60Hz",macOS Sonoma,
"Laptop HP 15S-FQ2350NW 15.6"" i3-1115G4 8GB RAM 256GB SSD Windows 11 Home","1 699
99
zł",ediaexpert,Intel Core i3-1115G4,"8GB, DDR4, 3200MHz",256GB PCIe NVMe,Intel UHD Graphics,"15.6"", 1920 x 1080px",Windows 11 Home,
"Laptop DELL G15 5525-8328 15.6"" R5-6600H 16GB RAM 512GB SSD GeForce RTX3050 Windows 11 Home","3 599
97
zł",ediaexpert,AMD Ryzen 5 6600H,"16GB, DDR5, 4800MHz",512GB PCIe NVMe,NVIDIA GeForce RTX 3050 + AMD Radeon 660M,"15.6"", 1920 x 1080px, Matryca WVA, LED, 120Hz",Windows 11 Home,
"Laptop ACER Aspire 3 A315-24P-R7V1 15.6"" IPS R5-7520U 8GB RAM 512GB SSD Windows 11 Home","2 799
99
zł",ediaexpert,AMD Ryzen 5 7520U,"8GB, LPDDR5, 5200MHz",512GB PCIe NVMe 3.0,AMD Radeon 610M,"15.6"", 1920 x 1080px, Matryca IPS, LED, 60Hz",Windows 11 Home,
